dataset,object,descriptor,category,distanceFunction,similarity
OverlappingObjects,0844,SI,15.1-25.0,Pearson,0.578610
OverlappingObjects,0845,SI,15.1-25.0,Cosine,0.700911
OverlappingObjects,0845,SI,15.1-25.0,Pearson,0.598798
OverlappingObjects,0846,SI,15.1-25.0,Cosine,0.418070
OverlappingObjects,0846,SI,15.1-25.0,Pearson,0.721510
OverlappingObjects,0847,SI,15.1-25.0,Cosine,0.484797
OverlappingObjects,0847,SI,15.1-25.0,Pearson,0.680389
OverlappingObjects,0848,SI,15.1-25.0,Cosine,0.385231
OverlappingObjects,0848,SI,15.1-25.0,Pearson,0.744671
OverlappingObjects,0849,SI,15.1-25.0,Cosine,0.329098
OverlappingObjects,0849,SI,15.1-25.0,Pearson,0.774134
OverlappingObjects,0850,SI,15.1-25.0,Cosine,0.536616
OverlappingObjects,0850,SI,15.1-25.0,Pearson,0.667367
OverlappingObjects,0851,SI,15.1-25.0,Cosine,0.386312
OverlappingObjects,0851,SI,15.1-25.0,Pearson,0.745300
OverlappingObjects,0852,SI,15.1-25.0,Cosine,0.535109
OverlappingObjects,0852,SI,15.1-25.0,Pearson,0.674163
OverlappingObjects,0853,SI,15.1-25.0,Cosine,0.505479
OverlappingObjects,0853,SI,15.1-25.0,Pearson,0.687450
OverlappingObjects,0854,SI,15.1-25.0,Cosine,0.683539
OverlappingObjects,0854,SI,15.1-25.0,Pearson,0.604638
OverlappingObjects,0855,SI,15.1-25.0,Cosine,0.699271
OverlappingObjects,0855,SI,15.1-25.0,Pearson,0.597130
OverlappingObjects,0856,SI,15.1-25.0,Cosine,0.574529
OverlappingObjects,0856,SI,15.1-25.0,Pearson,0.655899
OverlappingObjects,0857,SI,15.1-25.0,Cosine,0.505481
OverlappingObjects,0857,SI,15.1-25.0,Pearson,0.681705
OverlappingObjects,0858,SI,15.1-25.0,Cosine,0.628415
OverlappingObjects,0858,SI,15.1-25.0,Pearson,0.624681
OverlappingObjects,0859,SI,15.1-25.0,Cosine,0.697552
OverlappingObjects,0859,SI,15.1-25.0,Pearson,0.598981
OverlappingObjects,0860,SI,15.1-25.0,Cosine,0.595942
OverlappingObjects,0860,SI,15.1-25.0,Pearson,0.643402
OverlappingObjects,0861,SI,15.1-25.0,Cosine,0.693286
OverlappingObjects,0861,SI,15.1-25.0,Pearson,0.599279
OverlappingObjects,0862,SI,15.1-25.0,Cosine,0.614254
OverlappingObjects,0862,SI,15.1-25.0,Pearson,0.630863
OverlappingObjects,0863,SI,15.1-25.0,Cosine,0.674106
OverlappingObjects,0863,SI,15.1-25.0,Pearson,0.606635
OverlappingObjects,0864,SI,15.1-25.0,Cosine,0.485195
OverlappingObjects,0864,SI,15.1-25.0,Pearson,0.692183
OverlappingObjects,0865,SI,15.1-25.0,Cosine,0.520799
OverlappingObjects,0865,SI,15.1-25.0,Pearson,0.671590
OverlappingObjects,0866,SI,15.1-25.0,Cosine,0.602114
OverlappingObjects,0866,SI,15.1-25.0,Pearson,0.634795
OverlappingObjects,0867,SI,15.1-25.0,Cosine,0.576796
OverlappingObjects,0867,SI,15.1-25.0,Pearson,0.645045
OverlappingObjects,0868,SI,15.1-25.0,Cosine,0.698406
OverlappingObjects,0868,SI,15.1-25.0,Pearson,0.596034
OverlappingObjects,0869,SI,15.1-25.0,Cosine,0.478273
OverlappingObjects,0869,SI,15.1-25.0,Pearson,0.695357
OverlappingObjects,0870,SI,15.1-25.0,Cosine,0.692586
OverlappingObjects,0870,SI,15.1-25.0,Pearson,0.602049
OverlappingObjects,0871,SI,15.1-25.0,Cosine,0.636290
OverlappingObjects,0871,SI,15.1-25.0,Pearson,0.622741
OverlappingObjects,0872,SI,15.1-25.0,Cosine,0.588260
OverlappingObjects,0872,SI,15.1-25.0,Pearson,0.644947
OverlappingObjects,0873,SI,15.1-25.0,Cosine,0.556772
OverlappingObjects,0873,SI,15.1-25.0,Pearson,0.653748
OverlappingObjects,0874,SI,15.1-25.0,Cosine,0.667480
OverlappingObjects,0874,SI,15.1-25.0,Pearson,0.612427
OverlappingObjects,0875,SI,15.1-25.0,Cosine,0.642298
OverlappingObjects,0875,SI,15.1-25.0,Pearson,0.626583
OverlappingObjects,0876,SI,15.1-25.0,Cosine,0.427142
OverlappingObjects,0876,SI,15.1-25.0,Pearson,0.718649
OverlappingObjects,0877,SI,15.1-25.0,Cosine,0.660588
OverlappingObjects,0877,SI,15.1-25.0,Pearson,0.618066
OverlappingObjects,0878,SI,15.1-25.0,Cosine,0.449634
OverlappingObjects,0878,SI,15.1-25.0,Pearson,0.713032
OverlappingObjects,0879,SI,15.1-25.0,Cosine,0.471931
OverlappingObjects,0879,SI,15.1-25.0,Pearson,0.699734
OverlappingObjects,0880,SI,15.1-25.0,Cosine,0.633477
OverlappingObjects,0880,SI,15.1-25.0,Pearson,0.627969
OverlappingObjects,0881,SI,15.1-25.0,Cosine,0.519273
OverlappingObjects,0881,SI,15.1-25.0,Pearson,0.678315
OverlappingObjects,0882,SI,15.1-25.0,Cosine,0.591417
OverlappingObjects,0882,SI,15.1-25.0,Pearson,0.640708
OverlappingObjects,0883,SI,15.1-25.0,Cosine,0.519363
OverlappingObjects,0883,SI,15.1-25.0,Pearson,0.685505
OverlappingObjects,0884,SI,15.1-25.0,Cosine,0.708476
OverlappingObjects,0884,SI,15.1-25.0,Pearson,0.599216
OverlappingObjects,0885,SI,15.1-25.0,Cosine,0.580416
OverlappingObjects,0885,SI,15.1-25.0,Pearson,0.653380
OverlappingObjects,0886,SI,15.1-25.0,Cosine,0.522809
OverlappingObjects,0886,SI,15.1-25.0,Pearson,0.676063
OverlappingObjects,0887,SI,15.1-25.0,Cosine,0.679750
OverlappingObjects,0887,SI,15.1-25.0,Pearson,0.610133
OverlappingObjects,0888,SI,15.1-25.0,Cosine,0.679456
OverlappingObjects,0888,SI,15.1-25.0,Pearson,0.603426
OverlappingObjects,0889,SI,15.1-25.0,Cosine,0.454173
OverlappingObjects,0889,SI,15.1-25.0,Pearson,0.698790
OverlappingObjects,0890,SI,15.1-25.0,Cosine,0.543176
OverlappingObjects,0890,SI,15.1-25.0,Pearson,0.660837
OverlappingObjects,0891,SI,15.1-25.0,Cosine,0.524298
OverlappingObjects,0891,SI,15.1-25.0,Pearson,0.672431
OverlappingObjects,0892,SI,15.1-25.0,Cosine,0.726502
OverlappingObjects,0892,SI,15.1-25.0,Pearson,0.587460
OverlappingObjects,0893,SI,15.1-25.0,Cosine,0.713196
OverlappingObjects,0893,SI,15.1-25.0,Pearson,0.591967
OverlappingObjects,0894,SI,15.1-25.0,Cosine,0.585817
OverlappingObjects,0894,SI,15.1-25.0,Pearson,0.652734
OverlappingObjects,0895,SI,15.1-25.0,Cosine,0.608342
OverlappingObjects,0895,SI,15.1-25.0,Pearson,0.635793
OverlappingObjects,0896,SI,15.1-25.0,Cosine,0.627483
OverlappingObjects,0896,SI,15.1-25.0,Pearson,0.628383
OverlappingObjects,0897,SI,15.1-25.0,Cosine,0.699457
OverlappingObjects,0897,SI,15.1-25.0,Pearson,0.597311
OverlappingObjects,0898,SI,15.1-25.0,Cosine,0.709333
OverlappingObjects,0898,SI,15.1-25.0,Pearson,0.593813
OverlappingObjects,0899,SI,15.1-25.0,Cosine,0.634892
OverlappingObjects,0899,SI,15.1-25.0,Pearson,0.622224
OverlappingObjects,0900,SI,15.1-25.0,Cosine,0.661609
OverlappingObjects,0900,SI,15.1-25.0,Pearson,0.611382
OverlappingObjects,0901,SI,15.1-25.0,Cosine,0.653098
OverlappingObjects,0901,SI,15.1-25.0,Pearson,0.620124
OverlappingObjects,0902,SI,15.1-25.0,Cosine,0.759124
OverlappingObjects,0902,SI,15.1-25.0,Pearson,0.580818
OverlappingObjects,0903,SI,15.1-25.0,Cosine,0.674090
OverlappingObjects,0903,SI,15.1-25.0,Pearson,0.606362
OverlappingObjects,0904,SI,15.1-25.0,Cosine,0.699829
OverlappingObjects,0904,SI,15.1-25.0,Pearson,0.595385
OverlappingObjects,0905,SI,15.1-25.0,Cosine,0.285444
OverlappingObjects,0905,SI,15.1-25.0,Pearson,0.795660
OverlappingObjects,0906,SI,15.1-25.0,Cosine,0.379836
OverlappingObjects,0906,SI,15.1-25.0,Pearson,0.740062
OverlappingObjects,0907,SI,15.1-25.0,Cosine,0.563652
OverlappingObjects,0907,SI,15.1-25.0,Pearson,0.653010
OverlappingObjects,0908,SI,15.1-25.0,Cosine,0.680249
OverlappingObjects,0908,SI,15.1-25.0,Pearson,0.604962
OverlappingObjects,0909,SI,15.1-25.0,Cosine,0.192169
OverlappingObjects,0909,SI,15.1-25.0,Pearson,0.853470
OverlappingObjects,0910,SI,15.1-25.0,Cosine,0.547790
OverlappingObjects,0910,SI,15.1-25.0,Pearson,0.661544
OverlappingObjects,0911,SI,15.1-25.0,Cosine,0.663027
OverlappingObjects,0911,SI,15.1-25.0,Pearson,0.611343
OverlappingObjects,0912,SI,15.1-25.0,Cosine,0.382554
OverlappingObjects,0912,SI,15.1-25.0,Pearson,0.733574
OverlappingObjects,0913,SI,15.1-25.0,Cosine,0.609055
OverlappingObjects,0913,SI,15.1-25.0,Pearson,0.638226
OverlappingObjects,0914,SI,15.1-25.0,Cosine,0.361851
OverlappingObjects,0914,SI,15.1-25.0,Pearson,0.746931
OverlappingObjects,0915,SI,15.1-25.0,Cosine,0.636480
OverlappingObjects,0915,SI,15.1-25.0,Pearson,0.619068
OverlappingObjects,0916,SI,15.1-25.0,Cosine,0.333135
OverlappingObjects,0916,SI,15.1-25.0,Pearson,0.768037
OverlappingObjects,0917,SI,15.1-25.0,Cosine,0.631918
OverlappingObjects,0917,SI,15.1-25.0,Pearson,0.627069
OverlappingObjects,0918,SI,15.1-25.0,Cosine,0.341296
OverlappingObjects,0918,SI,15.1-25.0,Pearson,0.764340
OverlappingObjects,0919,SI,15.1-25.0,Cosine,0.245177
OverlappingObjects,0919,SI,15.1-25.0,Pearson,0.825544
OverlappingObjects,0920,SI,15.1-25.0,Cosine,0.656479
OverlappingObjects,0920,SI,15.1-25.0,Pearson,0.611545
OverlappingObjects,0921,SI,15.1-25.0,Cosine,0.614235
OverlappingObjects,0921,SI,15.1-25.0,Pearson,0.630166
OverlappingObjects,0922,SI,15.1-25.0,Cosine,0.613969
OverlappingObjects,0922,SI,15.1-25.0,Pearson,0.628203
OverlappingObjects,0923,SI,15.1-25.0,Cosine,0.577235
OverlappingObjects,0923,SI,15.1-25.0,Pearson,0.647707
OverlappingObjects,0924,SI,15.1-25.0,Cosine,0.634353
OverlappingObjects,0924,SI,15.1-25.0,Pearson,0.625125
OverlappingObjects,0925,SI,15.1-25.0,Cosine,0.637894
OverlappingObjects,0925,SI,15.1-25.0,Pearson,0.622127
OverlappingObjects,0926,SI,15.1-25.0,Cosine,0.549404
OverlappingObjects,0926,SI,15.1-25.0,Pearson,0.661446
OverlappingObjects,0927,SI,15.1-25.0,Cosine,0.730362
OverlappingObjects,0927,SI,15.1-25.0,Pearson,0.584984
OverlappingObjects,0928,SI,15.1-25.0,Cosine,0.721036
OverlappingObjects,0928,SI,15.1-25.0,Pearson,0.589603
OverlappingObjects,0929,SI,15.1-25.0,Cosine,0.248541
OverlappingObjects,0929,SI,15.1-25.0,Pearson,0.812053
OverlappingObjects,0930,SI,15.1-25.0,Cosine,0.742275
OverlappingObjects,0930,SI,15.1-25.0,Pearson,0.582088
OverlappingObjects,0931,SI,15.1-25.0,Cosine,0.453539
OverlappingObjects,0931,SI,15.1-25.0,Pearson,0.696634
OverlappingObjects,0932,SI,15.1-25.0,Cosine,0.718473
OverlappingObjects,0932,SI,15.1-25.0,Pearson,0.590717
OverlappingObjects,0933,SI,15.1-25.0,Cosine,0.591682
OverlappingObjects,0933,SI,15.1-25.0,Pearson,0.639770
OverlappingObjects,0934,SI,15.1-25.0,Cosine,0.663955
OverlappingObjects,0934,SI,15.1-25.0,Pearson,0.611384
OverlappingObjects,0935,SI,15.1-25.0,Cosine,0.734315
OverlappingObjects,0935,SI,15.1-25.0,Pearson,0.583968
OverlappingObjects,0936,SI,15.1-25.0,Cosine,0.173286
OverlappingObjects,0936,SI,15.1-25.0,Pearson,0.870581
OverlappingObjects,0937,SI,15.1-25.0,Cosine,0.492578
OverlappingObjects,0937,SI,15.1-25.0,Pearson,0.679626
OverlappingObjects,0938,SI,15.1-25.0,Cosine,0.226577
OverlappingObjects,0938,SI,15.1-25.0,Pearson,0.824986
OverlappingObjects,0939,SI,15.1-25.0,Cosine,0.253112
OverlappingObjects,0939,SI,15.1-25.0,Pearson,0.814952
OverlappingObjects,0940,SI,15.1-25.0,Cosine,0.301163
OverlappingObjects,0940,SI,15.1-25.0,Pearson,0.783520
OverlappingObjects,0941,SI,15.1-25.0,Cosine,0.563545
OverlappingObjects,0941,SI,15.1-25.0,Pearson,0.653018
OverlappingObjects,0942,SI,15.1-25.0,Cosine,0.609042
OverlappingObjects,0942,SI,15.1-25.0,Pearson,0.635499
OverlappingObjects,0943,SI,15.1-25.0,Cosine,0.667217
OverlappingObjects,0943,SI,15.1-25.0,Pearson,0.610488
OverlappingObjects,0944,SI,15.1-25.0,Cosine,0.308359
OverlappingObjects,0944,SI,15.1-25.0,Pearson,0.780466
OverlappingObjects,0945,SI,15.1-25.0,Cosine,0.616874
OverlappingObjects,0945,SI,15.1-25.0,Pearson,0.641161
OverlappingObjects,0946,SI,15.1-25.0,Cosine,0.345564
OverlappingObjects,0946,SI,15.1-25.0,Pearson,0.755614
OverlappingObjects,0947,SI,15.1-25.0,Cosine,0.276271
OverlappingObjects,0947,SI,15.1-25.0,Pearson,0.795413
OverlappingObjects,0948,SI,15.1-25.0,Cosine,0.205680
OverlappingObjects,0948,SI,15.1-25.0,Pearson,0.847853
OverlappingObjects,0949,SI,15.1-25.0,Cosine,0.508337
OverlappingObjects,0949,SI,15.1-25.0,Pearson,0.681946
OverlappingObjects,0950,SI,15.1-25.0,Cosine,0.516025
OverlappingObjects,0950,SI,15.1-25.0,Pearson,0.681804
OverlappingObjects,0951,SI,15.1-25.0,Cosine,0.706932
OverlappingObjects,0951,SI,15.1-25.0,Pearson,0.591654
OverlappingObjects,0952,SI,15.1-25.0,Cosine,0.331595
OverlappingObjects,0952,SI,15.1-25.0,Pearson,0.765750
OverlappingObjects,0953,SI,15.1-25.0,Cosine,0.439563
OverlappingObjects,0953,SI,15.1-25.0,Pearson,0.704822
OverlappingObjects,0954,SI,15.1-25.0,Cosine,0.271811
OverlappingObjects,0954,SI,15.1-25.0,Pearson,0.802410
OverlappingObjects,0955,SI,15.1-25.0,Cosine,0.628981
OverlappingObjects,0955,SI,15.1-25.0,Pearson,0.624125
OverlappingObjects,0956,SI,15.1-25.0,Cosine,0.456461
OverlappingObjects,0956,SI,15.1-25.0,Pearson,0.700028
OverlappingObjects,0957,SI,15.1-25.0,Cosine,0.457593
OverlappingObjects,0957,SI,15.1-25.0,Pearson,0.705890
OverlappingObjects,0958,SI,15.1-25.0,Cosine,0.497952
OverlappingObjects,0958,SI,15.1-25.0,Pearson,0.677881
OverlappingObjects,0959,SI,15.1-25.0,Cosine,0.662943
OverlappingObjects,0959,SI,15.1-25.0,Pearson,0.611581
OverlappingObjects,0960,SI,15.1-25.0,Cosine,0.583774
OverlappingObjects,0960,SI,15.1-25.0,Pearson,0.638897
OverlappingObjects,0961,SI,15.1-25.0,Cosine,0.696277
OverlappingObjects,0961,SI,15.1-25.0,Pearson,0.595184
OverlappingObjects,0962,SI,15.1-25.0,Cosine,0.721868
OverlappingObjects,0962,SI,15.1-25.0,Pearson,0.587980
OverlappingObjects,0963,SI,15.1-25.0,Cosine,0.729803
OverlappingObjects,0963,SI,15.1-25.0,Pearson,0.585552
OverlappingObjects,0964,SI,15.1-25.0,Cosine,0.655590
OverlappingObjects,0964,SI,15.1-25.0,Pearson,0.612907
OverlappingObjects,0965,SI,15.1-25.0,Cosine,0.685396
OverlappingObjects,0965,SI,15.1-25.0,Pearson,0.602407
OverlappingObjects,0966,SI,15.1-25.0,Cosine,0.606061
OverlappingObjects,0966,SI,15.1-25.0,Pearson,0.640958
OverlappingObjects,0967,SI,15.1-25.0,Cosine,0.420741
OverlappingObjects,0967,SI,15.1-25.0,Pearson,0.718727
OverlappingObjects,0968,SI,15.1-25.0,Cosine,0.729883
OverlappingObjects,0968,SI,15.1-25.0,Pearson,0.588186
OverlappingObjects,0969,SI,15.1-25.0,Cosine,0.644696
OverlappingObjects,0969,SI,15.1-25.0,Pearson,0.619549
OverlappingObjects,0970,SI,15.1-25.0,Cosine,0.760913
OverlappingObjects,0970,SI,15.1-25.0,Pearson,0.574466
OverlappingObjects,0971,SI,15.1-25.0,Cosine,0.523785
OverlappingObjects,0971,SI,15.1-25.0,Pearson,0.668847
OverlappingObjects,0972,SI,15.1-25.0,Cosine,0.670399
OverlappingObjects,0972,SI,15.1-25.0,Pearson,0.605863
OverlappingObjects,0973,SI,15.1-25.0,Cosine,0.354557
OverlappingObjects,0973,SI,15.1-25.0,Pearson,0.761971
OverlappingObjects,0974,SI,15.1-25.0,Cosine,0.576047
OverlappingObjects,0974,SI,15.1-25.0,Pearson,0.642703
OverlappingObjects,0975,SI,15.1-25.0,Cosine,0.595260
OverlappingObjects,0975,SI,15.1-25.0,Pearson,0.645482
OverlappingObjects,0976,SI,15.1-25.0,Cosine,0.729714
OverlappingObjects,0976,SI,15.1-25.0,Pearson,0.585394
OverlappingObjects,0977,SI,15.1-25.0,Cosine,0.117038
OverlappingObjects,0977,SI,15.1-25.0,Pearson,0.905467
OverlappingObjects,0978,SI,15.1-25.0,Cosine,0.662446
OverlappingObjects,0978,SI,15.1-25.0,Pearson,0.614682
OverlappingObjects,0979,SI,15.1-25.0,Cosine,0.688488
OverlappingObjects,0979,SI,15.1-25.0,Pearson,0.601490
OverlappingObjects,0980,SI,15.1-25.0,Cosine,0.560878
OverlappingObjects,0980,SI,15.1-25.0,Pearson,0.656784
OverlappingObjects,0981,SI,15.1-25.0,Cosine,0.568541
OverlappingObjects,0981,SI,15.1-25.0,Pearson,0.651552
OverlappingObjects,0982,SI,15.1-25.0,Cosine,0.704682
OverlappingObjects,0982,SI,15.1-25.0,Pearson,0.595563
OverlappingObjects,0983,SI,15.1-25.0,Cosine,0.731523
OverlappingObjects,0983,SI,15.1-25.0,Pearson,0.583769
OverlappingObjects,0984,SI,15.1-25.0,Cosine,0.414907
OverlappingObjects,0984,SI,15.1-25.0,Pearson,0.733540
OverlappingObjects,0985,SI,15.1-25.0,Cosine,0.751713
OverlappingObjects,0985,SI,15.1-25.0,Pearson,0.581088
OverlappingObjects,0986,SI,15.1-25.0,Cosine,0.614663
OverlappingObjects,0986,SI,15.1-25.0,Pearson,0.632062
OverlappingObjects,0987,SI,15.1-25.0,Cosine,0.579405
OverlappingObjects,0987,SI,15.1-25.0,Pearson,0.648150
OverlappingObjects,0988,SI,15.1-25.0,Cosine,0.385748
OverlappingObjects,0988,SI,15.1-25.0,Pearson,0.731652
OverlappingObjects,0989,SI,15.1-25.0,Cosine,0.417801
OverlappingObjects,0989,SI,15.1-25.0,Pearson,0.719611
OverlappingObjects,0990,SI,15.1-25.0,Cosine,0.638190
OverlappingObjects,0990,SI,15.1-25.0,Pearson,0.626944
OverlappingObjects,0991,SI,15.1-25.0,Cosine,0.541811
OverlappingObjects,0991,SI,15.1-25.0,Pearson,0.673862
OverlappingObjects,0992,SI,15.1-25.0,Cosine,0.573224
OverlappingObjects,0992,SI,15.1-25.0,Pearson,0.647899
OverlappingObjects,0993,SI,15.1-25.0,Cosine,0.592203
OverlappingObjects,0993,SI,15.1-25.0,Pearson,0.641037
OverlappingObjects,0994,SI,15.1-25.0,Cosine,0.545091
OverlappingObjects,0994,SI,15.1-25.0,Pearson,0.664999
OverlappingObjects,0995,SI,15.1-25.0,Cosine,0.528529
OverlappingObjects,0995,SI,15.1-25.0,Pearson,0.669207
OverlappingObjects,0996,SI,15.1-25.0,Cosine,0.279767
OverlappingObjects,0996,SI,15.1-25.0,Pearson,0.801394
OverlappingObjects,0997,SI,15.1-25.0,Cosine,0.684186
OverlappingObjects,0997,SI,15.1-25.0,Pearson,0.602605
OverlappingObjects,0998,SI,15.1-25.0,Cosine,0.640373
OverlappingObjects,0998,SI,15.1-25.0,Pearson,0.622342
OverlappingObjects,0999,SI,15.1-25.0,Cosine,0.680950
OverlappingObjects,0999,SI,15.1-25.0,Pearson,0.604361
